Year,Month,Chinese Entity,Quantity in Millions,Share Size,Transaction Party,Sector,Subsector,Country,Region,OBOR
2013,December,Shenhua,$460 ,50%,En+,Energy,Coal,Russia,West Asia,0
2013,December,Three Gorges,$130 ,50%,Cachoeira-caldeirao,Energy,Hydro,Brazil,South America,0
2013,December,Three Gorges,$250 ,50%,Jari,Energy,Hydro,Brazil,South America,0
2013,December,Anhui Foreign Economic Construction,$500 ,,,Metals,,Mozambique,Sub-Saharan Africa,0
2013,December,Keer Group,$220 ,,,Other,Textiles,United States,USA,0
2013,December,AVIC,$260 ,59%,KHD,Real estate,Construction,Germany,Europe,0
2013,December,Oceanwide Holdings,$190 ,,,Real estate,Property,United States,USA,0
2013,December,Guangzhou R&F Properties,"$1,370 ",,,Real estate,Property,Malaysia,East Asia,1
2013,December,Shenzhen Hepalink,$340 ,100%,Scientific Protein Laboratories,Other,Medical,United States,USA,0
2013,December,Shenzhen Hazens,$100 ,,,Tourism,,United States,USA,0
2013,December,China South Industries,$100 ,,,Transport,Autos,United Kingdom,Europe,0
2013,December,Henan Civil Aviation,$220 ,35%,Cargolux Airlines,Transport,Aviation,Luxembourg,Europe,0
2013,December,Shenhua,$120 ,51%,Energy Corporation of America,Energy,Gas,United States,USA,0
2013,December,Norinco,$180 ,85%,Electricite du Laos,Energy,Hydro,Laos,East Asia,1
2013,December,Shanghai Greenland,$980 ,,Minerva,Real estate,Property,United Kingdom,Europe,0
2013,December,CIC,"$1,280 ",,Blackstone,Real estate,Property,United Kingdom,Europe,0
2013,December,Huaneng,$410 ,,Royal Group,Energy,Hydro,Cambodia,East Asia,1
2013,December,Wanfeng Auto,$170 ,100%,Meridian,Transport,Autos,Canada,North America,0
2013,December,Zhejiang Hengyi,"$3,440 ",,,Energy,Oil,Brunei,East Asia,1
2013,December,Meidu Holding,$290 ,,Woodbine,Energy,Oil,United States,USA,0
2014,January,Power Construction Corp,$240 ,,,Energy,Hydro,Pakistan,West Asia,1
2014,January,Sinomach,$300 ,,Ghana Water,Utilities,,Ghana,Sub-Saharan Africa,0
2014,January,China Communications Construction,$680 ,,,Transport,Aviation,Sudan,Arab Middle East and North Africa,0
2014,January,China Railway Construction,"$1,450 ",,,Transport,Rail,Sudan,Arab Middle East and North Africa,0
2014,January,Sinomach,$130 ,,,Energy,,Chad,Sub-Saharan Africa,0
2014,January,Sinoma,$190 ,,Hewa,Real estate,Construction,Iraq,Arab Middle East and North Africa,1
2014,January,Three Gorges,$100 ,,,Energy,Hydro,Nepal,West Asia,1
2014,January,Sinomach,$100 ,,Kuwait National Petroleum,Energy,Alternative,Kuwait,Arab Middle East and North Africa,1
2014,January,"Power Construction Corp, Shanghai Construction",$100 ,,,Energy,Hydro,Eritrea,Sub-Saharan Africa,0
2014,January,Genertec,$210 ,,,Energy,Coal,Philippines,East Asia,1
2014,January,Tebian Electric Apparatus,$780 ,,,Energy,Hydro,Angola,Sub-Saharan Africa,0
2014,January,Fosun,"$1,360 ",80%,Caixa Geral,Finance,,Portugal,Europe,0
2014,January,China National Nuclear,$190 ,25%,Langer Heinrich,Metals,,Namibia,Sub-Saharan Africa,0
2014,January,Lenovo,"$2,910 ",100%,Motorola Mobility,Technology,Telecom,United States,USA,0
2014,January,Lenovo,"$2,140 ",,IBM,Technology,,United States,USA,0
2014,January,Fuyao Glass,$200 ,,,Transport,Autos,United States,USA,0
2014,January,Goodbaby,$100 ,100%,Columbus Holding,Other,Consumer,Germany,Europe,0
2014,February,CNPC,"$1,400 ",,,Energy,Gas,Kyrgyzstan,West Asia,1
2014,February,Power Construction Corp,$240 ,,Hidorequinoccio,Energy,Hydro,Ecuador,South America,0
2014,February,State Grid,$970 ,51%,Electrobras,Energy,,Brazil,South America,0
2014,February,China Nonferrous,$490 ,,Kazakhmys,Metals,Copper,Kazakhstan,West Asia,1
2014,February,State Construction Engineering,$520 ,,,Entertainment,,Congo,Sub-Saharan Africa,0
2014,February,Power Construction Corp,$480 ,80%,Camargo Correa,Transport,Autos,Venezuela,South America,0
2014,February,Sinomach,$130 ,,,Transport,Autos,Congo,Sub-Saharan Africa,0
2014,February,China Communications Construction,$100 ,,,Transport,Shipping,Cuba,North America,0
2014,February,China Communications Construction,$400 ,,,Transport,Shipping,Eritrea,Sub-Saharan Africa,0
2014,February,China Communications Construction,$200 ,,,Transport,Shipping,Tanzania,Sub-Saharan Africa,0
2014,February,China Communications Construction,$200 ,,,Transport,Shipping,Saudi Arabia,Arab Middle East and North Africa,1
2014,February,China Communications Construction,$490 ,,,Logistics,,Trinidad and Tobago,North America,0
2014,February,China Communications Construction,$230 ,,,Transport,Aviation,Pakistan,West Asia,1
2014,February,COFCO,"$2,040 ",51%,Nidera,Agriculture,,Netherlands,Europe,0
2014,February,Three Gorges,$390 ,33%,Terra Novo,Energy,Hydro,Brazil,South America,0
2014,February,Shaanxi Coal and Chemical,$430 ,,,Energy,Oil,Kyrgyzstan,West Asia,1
2014,February,Goldleaf Jewelry,$670 ,95%,ERG Resources,Energy,,United States,USA,0
2014,February,ICBC,$690 ,60%,Standard Bank,Finance,Investment,United Kingdom,Europe,0
2014,February,China Nonferrous,$150 ,,,Metals,Copper,Congo,Sub-Saharan Africa,0
2014,February,"Bank of China, China Life, and Hopu Investment",$160 ,2%,Global Logistics Properties,Logistics,,Singapore,East Asia,1
2014,February,Shanghai Greenland,$540 ,,,Real estate,Property,Australia,Australia,0
2014,February,Beijing Capital,$100 ,,Silverstone,Real estate,Property,United States,USA,0
2014,February,Hong Han,"$1,100 ",50%,Genting Singapore,Tourism,,South Korea,East Asia,1
2014,February,Huaxin,$310 ,85%,Alcatel-Lucent,Technology,Telecom,France,Europe,0
2014,February,Dongfeng,"$1,100 ",14%,Pugeot,Transport,Autos,France,Europe,0
2014,February,Wanxiang,$150 ,100%,Fisker Automotive,Transport,Autos,United States,USA,0
2014,February,China Energy Engineering,$160 ,,,Energy,Oil,Liberia,Sub-Saharan Africa,0
2014,February,Alibaba,$200 ,25%,One 97,Technology,Telecom,India,West Asia,1
2014,March,Sinomach,$250 ,,,Utilities,,Congo,Sub-Saharan Africa,0
2014,March,Three Gorges,$900 ,,,Energy,Hydro,Pakistan,West Asia,1
2014,March,China Communications Construction,$160 ,,,Real estate,Construction,Iran,West Asia,1
2014,March,State Construction Engineering,$710 ,,,Real estate,Construction,Russia,West Asia,0
2014,March,China Merchants,$990 ,,,Transport,Autos,Sri Lanka,West Asia,1
2014,March,China Communications Construction,"$1,120 ",,,Transport,Autos,Montenegro,Europe,1
2014,March,State Construction Engineering,$210 ,,,Transport,Autos,United States,USA,0
2014,March,Beijing Urban Construction,"$1,300 ",50%,Zenith Sdn.,Transport,Autos,Malaysia,East Asia,1
2014,March,China Communications Construction,$220 ,,,Transport,Shipping,Pakistan,West Asia,1
2014,March,China Energy Engineering,$390 ,,,Utilities,,Eq. Guinea,Sub-Saharan Africa,0
2014,March,State Construction Engineering,$680 ,,,Transport,Autos,Congo,Sub-Saharan Africa,0
2014,March,Zhenfa New Energy Science,$250 ,,,Energy,Alternative,Zimbabwe,Sub-Saharan Africa,0
2014,March,Sinosteel,$780 ,,CBM,Energy,Gas,Zimbabwe,Sub-Saharan Africa,0
2014,March,Hainan Zhenghe,$530 ,95%,Mateng Petroleum,Energy,Oil,Kazakhstan,West Asia,1
2014,March,SAFE,"$2,760 ","2%, 3%","Eni, Enel",Energy,,Italy,Europe,0
2014,March,Fosun,$140 ,19%,BHF,Finance,Banking,Germany,Europe,0
2014,March,Tencent,$500 ,28%,CJ Games,Entertainment,,South Korea,East Asia,1
2014,March,Shandong Ruyi,$120 ,,,Other,Textiles,Pakistan,West Asia,1
2014,March,Beijing Capital,$800 ,,Transpacific,Utilities,,New Zealand,East Asia,1
2014,March,Cinda,$210 ,70%,Zeller Realty,Real estate,Property,United States,USA,0
2014,March,Shanghai Greenland,$320 ,,,Tourism,,Canada,North America,0
2014,March,Shanghai Greenland,$990 ,,Commercial Estates Group,Real estate,Property,United Kingdom,Europe,0
2014,March,Alibaba,$220 ,20%,TangoMe,Technology,Telecom,United States,USA,0
2014,March,Geely Auto,$200 ,100%,Emerald Automotive,Transport,Autos,United Kingdom,Europe,0
2014,March,China Power Investment,$440 ,33%,EneMalta,Energy,,Malta,Europe,0
2014,April,China Communications Construction,$100 ,,,Agriculture,,S. Sudan,Sub-Saharan Africa,0
2014,April,Sinomach,$670 ,,BTN,Energy,Coal,Indonesia,East Asia,1
2014,April,Huadian,"$1,450 ",,,Energy,Coal,Bangladesh,West Asia,1
2014,April,Chinalco,$500 ,,Venalum,Metals,Aluminum,Venezuela,South America,0
2014,April,Sinoma,$180 ,,,Real estate,Construction,Congo,Sub-Saharan Africa,0
2014,April,Sinoma,$260 ,,Ciment Lafarge Souakri,Real estate,Construction,Algeria,Arab Middle East and North Africa,0
2014,April,Power Construction Corp,$110 ,,,Transport,Autos,Bolivia,South America,0
2014,April,State Construction Engineering,$110 ,,,Transport,Autos,United Arab Emirates,Arab Middle East and North Africa,1
2014,April,State Construction Engineering,$230 ,,SAPTA and EVSM,Transport,Autos,Algeria,Arab Middle East and North Africa,0
2014,April,State Construction Engineering,$100 ,,,Transport,Aviation,United Arab Emirates,Arab Middle East and North Africa,1
2014,April,China Railway Engineering,$480 ,,,Transport,Rail,Ethiopia,Sub-Saharan Africa,1
2014,April,China Communications Construction,$130 ,,,Transport,Shipping,Pakistan,West Asia,1
2014,April,Norinco,$200 ,,,Energy,,Guinea-Bissau,Sub-Saharan Africa,0
2014,April,Sinopec,$190 ,,Aramco,Energy,Oil,Saudi Arabia,Arab Middle East and North Africa,1
2014,April,China Energy Engineering,$340 ,,Grodnoernergo,Energy,,Belarus,Europe,1
2014,April,"Zhejiang Rongsheng, Shanghai ZhongRong, and Legend",$440 ,,,Energy,Gas,Canada,North America,0
2014,April,Sinopec,"$1,090 ",50%,Caspian Investment Resources,Energy,Oil,Kazakhstan,West Asia,1
2014,April,ICBC,$320 ,76%,Tekstil Bankasi,Finance,Banking,Turkey,West Asia,1
2014,April,"Minmetals, Suzhou Guoxin, and CITIC","$6,990 ","63, 22, 15%",Glencore,Metals,Copper,Peru,South America,0
2014,April,Sanpower,$790 ,89%,House of Fraser,Other,Consumer,United Kingdom,Europe,0
2014,April,Shanghai Greenland,$180 ,,,Real estate,Property,Malaysia,East Asia,1
2014,April,Hubei Fuxing Science,$510 ,,,Real estate,Property,Australia,Australia,0
2014,April,China Mobile,$520 ,100%,Spectrum,Technology,Telecom,Pakistan,West Asia,1
2014,April,China Merchants,$820 ,50%,Hastings,Transport,Shipping,Australia,Australia,0
2014,April,COFCO and Hopu Investment,$750 ,,Noble Agri Limited,Agriculture,,Brazil,South America,0
2014,April,Dreal,"$2,000 ",,,Real estate,Property,Guinea,Sub-Saharan Africa,0
2014,May,China Communications Construction,$500 ,,Aramco,Utilities,,Saudi Arabia,Arab Middle East and North Africa,1
2014,May,Power Construction Corp,"$1,000 ",,Ayala and Power Partners,Energy,Coal,Philippines,East Asia,1
2014,May,Sinomach,$300 ,,,Energy,Hydro,Dem. Rep. Congo,Sub-Saharan Africa,0
2014,May,CNPC,$430 ,,,Energy,Oil,Iraq,Arab Middle East and North Africa,1
2014,May,Sinomach,$180 ,,Eurocement,Real estate,Construction,Russia,West Asia,0
2014,May,Sinoma,$150 ,,Eurocement,Real estate,Construction,Russia,West Asia,0
2014,May,China Communications Construction,$170 ,,,Transport,Aviation,Qatar,Arab Middle East and North Africa,1
2014,May,Shanghai Shentong,$290 ,,,Transport,Rail,Singapore,East Asia,1
2014,May,State Construction Engineering,$100 ,,,Transport,Shipping,United Arab Emirates,Arab Middle East and North Africa,1
2014,May,Sinomach,$100 ,,,Agriculture,,Zambia,Sub-Saharan Africa,0
2014,May,China Communications Construction,$240 ,,,Transport,Autos,Congo,Sub-Saharan Africa,0
2014,May,Sinoma,$300 ,,,Real estate,Construction,Dem. Rep. Congo,Sub-Saharan Africa,0
2014,May,Bright Foods,"$1,560 ",78%,Tnuva,Agriculture,,Israel,Europe,1
2014,May,Sinopec and Huadian,"$1,240 ","10%, 5%",Petronas,Energy,Gas,Canada,North America,0
2014,May,Shanghai Electric,$560 ,40%,Ansaldo Energia,Energy,,Italy,Europe,0
2014,May,Hongqiao,$110 ,90%,,Metals,Aluminum,Guinea,Sub-Saharan Africa,0
2014,May,MCC,$350 ,,,Metals,Steel,Iran,West Asia,1
2014,May,Chinalco,"$1,350 ",41%,Rio Tinto,Metals,Steel,Guinea,Sub-Saharan Africa,0
2014,May,Alibaba,$250 ,10%,Singapore Post,Logistics,,Singapore,East Asia,1
2014,May,Shenzhen Genzon,$350 ,95%,,Real estate,Property,United States,USA,0
2014,May,Baidu,$300 ,,,Technology,Telecom,United States,USA,0
2014,May,HNA,$180 ,,NH Hoteles,Tourism,,Spain,Europe,0
2014,May,Great Wall Motor,$340 ,,,Transport,Autos,Russia,West Asia,0
2014,May,AVIC,$640 ,100%,Hilite,Transport,Autos,Germany,Europe,0
2014,May,CNPC,$600 ,,,Energy,Gas,Turkmenistan,West Asia,1
2014,June,Power Construction Corp,$240 ,,ENDE,Energy,Hydro,Bolivia,South America,0
2014,June,State Construction Engineering,$250 ,,,Real estate,Construction,Papua New Guinea,East Asia,0
2014,June,State Construction Engineering,$590 ,,Brazzaville Comercial Center,Real estate,Construction,Congo,Sub-Saharan Africa,0
2014,June,State Construction Engineering,$890 ,,,Transport,Aviation,Algeria,Arab Middle East and North Africa,0
2014,June,China Communications Construction,$170 ,,,Utilities,,Qatar,Arab Middle East and North Africa,1
2014,June,CNPC,"$3,000 ",30%,Refineria del Pacifico,Energy,Oil,Ecuador,South America,0
2014,June,Tebian Electric Apparatus,$100 ,,,Energy,,India,West Asia,1
2014,June,Shanghai International Group and Sanpower,$170 ,100%,Brookstone Holdings,Other,Consumer,United States,USA,0
2014,June,LeEco,$200 ,,,Entertainment,,United States,USA,0
2014,June,Yida,$740 ,,,Tourism,,Antigua and Barbuda,North America,0
2014,June,Dalian Wanda,$360 ,,Santander,Real estate,Property,Spain,Europe,0
2014,June,China Life,$950 ,70%,Songbird,Real estate,Property,United Kingdom,Europe,0
2014,June,China Construction Bank,$190 ,,KBC,Real estate,Property,United Kingdom,Europe,0
2014,June,China Mobile,$880 ,18%,True Corp,Technology,Telecom,Thailand,East Asia,1
2014,June,Goodbaby,$140 ,100%,Evenflo,Other,Consumer,United States,USA,0
2014,June,Heilongjiang Grand Farm,$190 ,20%,V&V Walsh,Agriculture,,Australia,Australia,0
2014,June,China Railway Construction and China Nonferrous,"$2,040 ",,Mirador,Metals,Copper,Ecuador,South America,0
2014,July,State Construction Engineering,$350 ,,,Agriculture,,Argentina,South America,0
2014,July,CNOOC,"$1,640 ",,,Energy,Gas,Russia,West Asia,0
2014,July,CNPC,$610 ,,,Energy,Oil,Iraq,Arab Middle East and North Africa,1
2014,July,State Construction Engineering,$990 ,,,Metals,,Indonesia,East Asia,1
2014,July,State Construction Engineering,$190 ,,,Real estate,Construction,Singapore,East Asia,1
2014,July,Sinoma,$370 ,,,Real estate,Construction,Egypt,Arab Middle East and North Africa,1
2014,July,China Communications Construction,$130 ,,,Transport,Autos,Ethiopia,Sub-Saharan Africa,1
2014,July,Beijing Urban Construction,$990 ,,,Transport,Aviation,Kyrgyzstan,West Asia,1
2014,July,Sinomach,$300 ,,,Transport,Aviation,Kyrgyzstan,West Asia,1
2014,July,Power Construction Corp,$200 ,50%,Sembcorp,Transport,Rail,Singapore,East Asia,1
2014,July,Sinomach,$130 ,,Eurocement,Real estate,Construction,Uzbekistan,West Asia,1
2014,July,Huapont,$220 ,20%,Albaugh,Agriculture,,United States,USA,0
2014,July,Legend,"$1,540 ",100%,PizzaExpress,Agriculture,,United Kingdom,Europe,0
2014,July,SAFE,$170 ,49%,Statkraft,Energy,Alternative,United Kingdom,Europe,0
2014,July,CIC,"$1,360 ",,Bumi Resources Minerals,Energy,Coal,Indonesia,East Asia,1
2014,July,Baosteel,$860 ,65%,Aquila Resources,Metals,Steel,Australia,Australia,0
2014,July,Alibaba,$120 ,,Kabam,Other,Consumer,United States,USA,0
2014,July,Shandong Daiyin,$200 ,,,Other,Textiles,Malaysia,East Asia,1
2014,July,Sany Heavy,$300 ,,,Real estate,Construction,Brazil,South America,0
2014,July,State Development and Investment Corp and Anhui Conch,$320 ,,,Real estate,Construction,Indonesia,East Asia,1
2014,July,Country Garden Holdings,$470 ,,,Real estate,Property,Australia,Australia,0
2014,July,Jinhua Huajian,$300 ,,,Real estate,Property,Ethiopia,Sub-Saharan Africa,1
2014,July,ZTE,$100 ,,,Technology,Telecom,Brazil,South America,0
2014,July,SAFE,$520 ,2%,Telecom Italia,Technology,Telecom,Italy,Europe,0
2014,July,SAFE,$110 ,2%,Prysiam,Technology,Telecom,Italy,Europe,0
2014,July,SAFE,$280 ,2%,Fiat,Transport,Autos,Italy,Europe,0
2014,July,Fosun,$110 ,23%,Tom Tailor,Other,Consumer,Germany,Europe,0
2014,July,Fuyao Glass,$200 ,,PPG,Transport,Autos,United States,USA,0
2014,July,Solargiga,$110 ,90%,,Energy,Alternative,Ghana,Sub-Saharan Africa,0
2014,August,Sinomach,$440 ,,Uzkhimprom,Chemicals,,Uzbekistan,West Asia,1
2014,August,Power Construction Corp,$130 ,,,Energy,Alternative,Pakistan,West Asia,1
2014,August,China Energy Engineering,"$1,060 ",,Elektropriveda,Energy,Coal,Bosnia and Herz.,Europe,1
2014,August,Sinomach,$990 ,,,Energy,Gas,Angola,Sub-Saharan Africa,0
2014,August,Dongfang Electric,"$1,080 ",,Corpoelec,Energy,Hydro,Venezuela,South America,0
2014,August,China National Chemical Engineering,$240 ,,NRL,Energy,Oil,Pakistan,West Asia,1
2014,August,Sinopec,"$1,330 ",,Petronas,Energy,Oil,Malaysia,East Asia,1
2014,August,State Construction Engineering,$330 ,,Skai,Tourism,,United Arab Emirates,Arab Middle East and North Africa,1
2014,August,China Railway Construction,$580 ,,,Transport,Autos,Bolivia,South America,0
2014,August,China Railway Construction,"$1,060 ",,,Transport,Autos,Bangladesh,West Asia,1
2014,August,China Poly,$180 ,,Uzkhimprom,Agriculture,,Uzbekistan,West Asia,1
2014,August,Sichuan Department of Agriculture,$300 ,,,Agriculture,,Uganda,Sub-Saharan Africa,0
2014,August,CNPC,"$1,090 ",40%,Athabasca,Energy,Oil,Canada,North America,0
2014,August,Rongsheng Heavy Industries,$280 ,60%,New Continental Oil & Gas,Energy,Oil,Kyrgyzstan,West Asia,1
2014,August,Fosun,$440 ,100%,Roc Oil,Energy,Oil,Australia,Australia,0
2014,August,China Construction Bank,$720 ,72%,Banko Industrial and Comercial,Finance,Banking,Brazil,South America,0
2014,August,China Life,$250 ,2%,TPG,Finance,Investment,United States,USA,0
2014,August,SAFE,$630 ,2%,Generali,Finance,,Italy,Europe,0
2014,August,Fosun,$460 ,20%,Ironshore,Finance,,United States,USA,0
2014,August,Hongqiao,$840 ,56%,Well Harvest,Metals,Aluminum,Indonesia,East Asia,1
2014,August,China General Nuclear,"$2,000 ",,,Metals,,Namibia,Sub-Saharan Africa,0
2014,August,SAFE,$290 ,50%,Fosse Shopping Park,Real estate,Property,United Kingdom,Europe,0
2014,August,"Dalian Wanda, Ridong",$900 ,,,Real estate,Property,Australia,Australia,0
2014,August,Shanghai Shenglong,$120 ,,Anton Capital,Real estate,Property,Australia,Australia,0
2014,August,MCC,$380 ,,,Real estate,Property,Singapore,East Asia,1
2014,September,Power Construction Corp,"$1,300 ",,Oracle,Energy,Coal,Pakistan,West Asia,1
2014,September,Power Construction Corp,$530 ,,,Energy,Hydro,Zimbabwe,Sub-Saharan Africa,0
2014,September,"Power Construction Corp, China Energy Engineering",$440 ,75%,SUR,Energy,Hydro,Ethiopia,Sub-Saharan Africa,1
2014,September,China Nonferrous,$560 ,,Kazakhmys Aktoga,Metals,Copper,Kazakhstan,West Asia,1
2014,September,State Construction Engineering,$100 ,,,Real estate,Construction,Singapore,East Asia,1
2014,September,China Railway Construction,"$1,210 ",,,Transport,Autos,Nigeria,Sub-Saharan Africa,0
2014,September,China Railway Construction,$680 ,,,Transport,Aviation,Nigeria,Sub-Saharan Africa,0
2014,September,China National Building Material,$130 ,,,Logistics,,Croatia,Europe,1
2014,September,China Communications Construction,$950 ,,,Transport,Shipping,Israel,Europe,1
2014,September,"Power Construction Corp, Huadian","$1,010 ",,Centum and Gulf Energy,Energy,Coal,Kenya,Sub-Saharan Africa,0
2014,September,Beijing Urban Construction,$400 ,,,Transport,Aviation,Maldives,West Asia,1
2014,September,Sinomach,"$1,130 ",,Sindh Engro,Energy,Coal,Pakistan,West Asia,1
2014,September,State Construction Engineering,$250 ,,,Transport,Autos,Sri Lanka,West Asia,1
2014,September,Power Construction Corp,$120 ,,,Energy,,Laos,East Asia,1
2014,September,Power Construction Corp,$220 ,,,Utilities,,Qatar,Arab Middle East and North Africa,1
2014,September,Sinomach,$270 ,,,Energy,Coal,Romania,Europe,1
2014,September,Shanghai Tunnel Engineering,$270 ,,,Transport,Rail,Singapore,East Asia,1
2014,September,CNPC,$990 ,10%,Vankorneft,Energy,Oil,Russia,West Asia,0
2014,September,Sinomach,"$1,200 ",,,Energy,,Serbia,Europe,1
2014,September,Hebei Iron and Steel,$400 ,51%,Duferco,Metals,Steel,Switzerland,Europe,0
2014,September,Huayi Brothers,$130 ,,,Entertainment,,United States,USA,0
2014,September,Fosun,$200 ,48%,Studio 8,Entertainment,,United States,USA,0
2014,September,Dalian Wanda,$420 ,,Joint Treasure,Real estate,Property,United States,USA,0
2014,September,Shanghai Shenglong,$150 ,,Challenger Life,Real estate,Property,Australia,Australia,0
2014,September,China Merchants and China Communications Construction,$390 ,,,Logistics,,Sri Lanka,West Asia,1
2014,September,Reignwood,$220 ,100%,Wentworth Club,Entertainment,,United Kingdom,Europe,0
2014,September,CITIC,$140 ,,,Transport,Autos,United States,USA,0
2014,October,Sinomach,$110 ,,,Agriculture,,Zambia,Sub-Saharan Africa,0
2014,October,Power Construction Corp,"$1,300 ",,Zesa,Energy,Coal,Zimbabwe,Sub-Saharan Africa,0
2014,October,Power Construction Corp,"$1,290 ",,Aramco,Energy,Gas,Saudi Arabia,Arab Middle East and North Africa,1
2014,October,Three Gorges,$310 ,,,Energy,Hydro,Ghana,Sub-Saharan Africa,0
2014,October,State Construction Engineering,$750 ,,SIH,Tourism,,Algeria,Arab Middle East and North Africa,0
2014,October,China Railway Engineering,$990 ,,NHC,Real estate,Construction,Tanzania,Sub-Saharan Africa,0
2014,October,Sinomach,$220 ,,,Transport,Aviation,Nepal,West Asia,1
2014,October,China Communications Construction,$360 ,,,Transport,Shipping,Namibia,Sub-Saharan Africa,0
2014,October,CNOOC,$370 ,,PTTEP,Energy,Oil,Myanmar,East Asia,1
2014,October,Shanghai Electric,$240 ,,Sarawak Energy,Energy,Coal,Malaysia,East Asia,1
2014,October,Shanghai Construction,$550 ,,,Real estate,Construction,Tanzania,Sub-Saharan Africa,0
2014,October,MCC,$240 ,,,Metals,Steel,India,West Asia,1
2014,October,Risen Energy,$600 ,,,Energy,Alternative,Mexico,North America,0
2014,October,SAFE,$140 ,2%,Mediobanco,Finance,Banking,Italy,Europe,0
2014,October,Anbang,$310 ,100%,Fidea,Finance,,Belgium,Europe,0
2014,October,SAFE,$630 ,,HIH and RFR,Real estate,Property,Germany,Europe,0
2014,October,Fosun,$590 ,96%,Espirito Santo Saude,Other,Medical,Portugal,Europe,0
2014,October,Huawei,$180 ,,,Technology,Telecom,Canada,North America,0
2014,October,Anbang,"$1,950 ",,Hilton Worldwide,Tourism,,United States,USA,0
2014,October,State Construction Engineering,$230 ,100%,Carmelite Riverside,Real estate,Property,United Kingdom,Europe,0
2014,October,Lifan,$290 ,,,Transport,Autos,Russia,West Asia,0
2014,October,SAFE,$170 ,50%,Covent Garden,Real estate,Property,Belgium,Europe,0
2014,November,Sinomach,$690 ,,,Agriculture,,Sri Lanka,West Asia,1
2014,November,China Railway Construction,"$1,980 ",,,Real estate,Construction,Saudi Arabia,Arab Middle East and North Africa,1
2014,November,State Construction Engineering,$210 ,,,Tourism,,Eq. Guinea,Sub-Saharan Africa,0
2014,November,State Construction Engineering,$420 ,,,Transport,Autos,Sri Lanka,West Asia,1
2014,November,China Energy Engineering,$140 ,,,Transport,Autos,Pakistan,West Asia,1
2014,November,China Railway Construction,"$6,810 ",,,Transport,Rail,Nigeria,Sub-Saharan Africa,0
2014,November,Power Construction Corp,$100 ,,,Energy,Oil,Saudi Arabia,Arab Middle East and North Africa,1
2014,November,Sinomach,$320 ,,,Transport,Rail,Iran,West Asia,1
2014,November,China Energy Engineering,"$1,600 ",,,Energy,Oil,Jordan,Arab Middle East and North Africa,1
2014,November,Sinosteel,$120 ,,,Energy,,Canada,North America,0
2014,November,Sinoma,$350 ,,Cemindo Gemilang,Real estate,Construction,Indonesia,East Asia,1
2014,November,Yili Industrial,$310 ,,,Agriculture,,New Zealand,East Asia,1
2014,November,ChemChina,$640 ,100%,REC Solar ASA,Energy,Alternative,Norway,Europe,0
2014,November,Yankuang,"$2,960 ",,,Energy,Coal,Australia,Australia,0
2014,November,Power Construction Corp,"$1,460 ",49%,RusHydro,Energy,Hydro,Russia,West Asia,0
2014,November,State Grid,"$2,500 ",35%,CDP Reti,Energy,,Italy,Europe,0
2014,November,Hebei Zhongbo Platinum,$230 ,100%,Platinum Group Metal,Metals,,South Africa,Sub-Saharan Africa,1
2014,November,Vision Investment,$130 ,,,Real estate,Property,Australia,Australia,0
2014,November,Jin Jiang Hotels,"$1,490 ",100%,Louvre Hotels and Starwood Capital,Tourism,,France,Europe,0
2014,November,Sunshine Insurance,$400 ,,Starwood,Tourism,,Australia,Australia,0
2014,November,CITIC,$120 ,,,Agriculture,,Angola,Sub-Saharan Africa,0
2014,November,Harbin Electric,$450 ,,,Energy,Alternative,Russia,West Asia,0
2014,November,Texhong Textile,$210 ,,,Other,Industry,Vietnam,East Asia,1
2014,November,Landbridge,$170 ,100%,Westside Corp,Energy,Gas,Australia,Australia,0
2014,November,BAIC,$300 ,,,Transport,Autos,India,West Asia,1
2014,November,Xinyi Glass,$200 ,,,Real estate,Construction,Malaysia,East Asia,1
2014,December,CITIC,$550 ,,Kazakhstan Potash Corporation,Chemicals,,Kazakhstan,West Asia,1
2014,December,Sinosteel,$180 ,,Zarand,Energy,Coal,Iran,West Asia,1
2014,December,Sinomach,$610 ,,,Energy,,Mozambique,Sub-Saharan Africa,0
2014,December,Power Construction Corp,$100 ,,,Utilities,,Trinidad and Tobago,North America,0
2014,December,Sinomach,$120 ,,Win Win Net,Technology,Telecom,Thailand,East Asia,1
2014,December,China Railway Construction,$260 ,,,Transport,Shipping,Antigua and Barbuda,North America,0
2014,December,China National Chemical Engineering,$440 ,,PKG,Chemicals,,Indonesia,East Asia,1
2014,December,China Gansu International Corp for Economic and Technical Cooperation,$640 ,,,Transport,Shipping,Benin,Sub-Saharan Africa,0
2014,December,Sinomach,$100 ,,Tenaga,Energy,Alternative,Pakistan,West Asia,1
2014,December,CITIC,$760 ,,,Real estate,Construction,Venezuela,South America,0
2014,December,China General Nuclear,$160 ,100%,Electricite du France,Energy,Alternative,United Kingdom,Europe,0
2014,December,SAFE,$100 ,2%,Saipem,Energy,Oil,Italy,Europe,0
2014,December,Anbang,$230 ,,Delta Lloyd,Finance,Banking,Belgium,Europe,0
2014,December,Haitong Securities,$470 ,,Novo Banco,Finance,Investment,Portugal,Europe,0
2014,December,Fosun,$430 ,100%,Meadowbrook Insurance,Finance,,United States,USA,0
2014,December,Dalian Wanda,$740 ,100%,Hoyts,Entertainment,,Australia,Australia,0
2014,December,BlueFocus Communications,$180 ,51%,Vision 7,Entertainment,,Canada,North America,0
