Year,Month,Chinese Entity,Quantity in Millions,Share Size,Transaction Party,Sector,Subsector,Country,Region,OBOR
2017,March,China Fortune,$300 ,,,Real estate,Property,Indonesia,East Asia,1
2017,March,Nanjinzhao,"$1,500 ",,,Metals,Steel,Peru,South America,0
2017,March,China Railway Rolling Stock,$100 ,,,Transport,Rail,United States,USA,0
2017,March,China Communications Construction,$110 ,,,Real estate,Property,Indonesia,East Asia,1
2017,March,HNA,$580 ,51%,Glencore,Energy,Oil,Switzerland,Europe,0
2017,March,Huawei,$280 ,,,Technology,Telecom,New Zealand,East Asia,1
2017,April,China Railway Engineering,"$3,190 ",70%,,Transport,Rail,Indonesia,East Asia,1
2017,April,CNPC,"$2,520 ",,,Energy,Gas,Russia,West Asia,0
2017,April,China Railway Engineering,$250 ,,,Real estate,Construction,Ethiopia,Sub-Saharan Africa,1
2017,April,China Railway Construction,$150 ,,,Real estate,Construction,Rwanda,Sub-Saharan Africa,0
2017,April,Sinomach,$160 ,,,Entertainment,,Cambodia,East Asia,1
2017,April,Sinomach,$850 ,,,Energy,Alternative,Finland,Europe,0
2017,April,Sino Great Wall,$620 ,,,Energy,Oil,Cambodia,East Asia,1
2017,April,China Communications Construction,$100 ,,,Transport,Autos,Australia,Australia,0
2017,April,State Construction Engineering,$120 ,,,Other,Education,Kuwait,Arab Middle East and North Africa,1
2017,April,China Railway Construction,$160 ,,,Transport,Autos,Mali,Sub-Saharan Africa,0
2017,April,Minmetals,$350 ,,,Real estate,Construction,Papua New Guinea,East Asia,0
2017,April,Power Construction Corp,$160 ,,,Energy,Alternative,Kazakhstan,West Asia,1
2017,April,State Construction Engineering,$110 ,,,Real estate,Construction,United Arab Emirates,Arab Middle East and North Africa,1
2017,April,China Communications Construction,$150 ,,,Transport,Shipping,Tanzania,Sub-Saharan Africa,0
2017,April,Sinomach,$280 ,,,Energy,Coal,Pakistan,West Asia,1
2017,April,Shandong Gold,$960 ,50%,Barrick,Metals,,Argentina,South America,0
2017,April,Aier Eye Hospital,$160 ,59%,Clinica Baviera,Other,Medical,Spain,Europe,0
2017,April,Tencent,$700 ,,Flipkart,Other,Consumer,India,West Asia,1
2017,April,"China Railway Corp, China Railway Engineering","$2,560 ",70%,,Transport,Rail,Laos,East Asia,1
2017,April,HNA,"$1,360 ",16%,Dufry,Tourism,,Switzerland,Europe,0
2017,April,HNA,"$10,380 ",,CIT Group,Transport,Aviation,United States,USA,0
2017,April,AVIC,$110 ,,,Transport,Aviation,Canada,North America,0
2017,April,China Communications Construction,$280 ,51%,,Transport,Shipping,Brazil,South America,0
2017,April,China Energy Engineering,$150 ,,Sistema Productor,Utilities,,Brazil,South America,0
2017,April,China Nonferrous,$250 ,,YH Metal,Metals,Copper,Dem. Rep. Congo,Sub-Saharan Africa,0
2017,May,China Railway Construction,"$2,400 ",,,Transport,Rail,Argentina,South America,0
2017,May,CNPC,$100 ,,,Chemicals,,Malaysia,East Asia,1
2017,May,Power Construction Corp,"$1,370 ",,,Energy,,Saudi Arabia,Arab Middle East and North Africa,1
2017,May,China Railway Construction,$230 ,,,Real estate,Construction,Morocco,Arab Middle East and North Africa,1
2017,May,Sino Great Wall,$120 ,,,Real estate,Construction,Cambodia,East Asia,1
2017,May,Dongfang Electric,$260 ,,,Energy,Alternative,Ethiopia,Sub-Saharan Africa,1
2017,May,Sinomach,"$1,600 ",,,Transport,Rail,Argentina,South America,0
2017,May,Sinomach,$250 ,,,Transport,Autos,Morocco,Arab Middle East and North Africa,1
2017,May,Power Construction Corp,$190 ,,,Transport,Rail,Bangladesh,West Asia,1
2017,May,China Energy Engineering,$800 ,,,Energy,Hydro,Philippines,East Asia,1
2017,May,CNPC,$760 ,,,Energy,Gas,Nigeria,Sub-Saharan Africa,0
2017,May,Power Construction Corp,$280 ,,,Transport,Autos,Bolivia,South America,0
2017,May,China Communications Construction,"$2,060 ",,,Transport,Rail,Malaysia,East Asia,1
2017,May,China National Nuclear,"$4,700 ",,Nucleoeletrica,Energy,Nuclear,Argentina,South America,0
2017,May,CITIC,$940 ,,,Transport,Autos,Kazakhstan,West Asia,1
2017,May,HNA,"$1,600 ",70%,245 Park Avenue,Real estate,Property,United States,USA,0
2017,May,HNA,$230 ,74%,C-Quadrat Investment,Finance,Investment,Austria,Europe,0
2017,May,HNA,"$1,360 ",5%,Deutsche Bank,Finance,Banking,Germany,Europe,0
2017,May,HNA,$370 ,4%,Dufry,Tourism,,Switzerland,Europe,0
2017,May,"Zhengzhou Coal, Rennaisance Capital",$600 ,,Robert Bosch,Transport,Autos,Germany,Europe,0
2017,May,Legend,$140 ,2%,Santos,Energy,Gas,Australia,Australia,0
2017,May,Geely Auto,$390 ,26%,Saxo,Finance,Banking,Denmark,Europe,0
2017,May,BYD,$100 ,,,Transport,Autos,Argentina,South America,0
2017,May,China Life,$900 ,95%,Elm Tree,Real estate,Property,United States,USA,0
2017,May,"Humanwell Healthcare, CITIC",$600 ,,Ansell,Other,,Australia,Australia,0
2017,May,Beijing Kunlun,$150 ,39%,Grindr,Entertainment,,United States,USA,0
2017,May,Shanghai United Real Estate,$100 ,,InterContinental,Tourism,,Australia,Australia,0
2017,May,Fosun,$890 ,10%,Polyus,Metals,,Russia,West Asia,0
2017,May,Logan Property and Nanshan Group,$750 ,,,Real estate,Property,Singapore,East Asia,1
2017,May,State Grid,$290 ,,,Energy,Gas,Australia,Australia,0
2017,May,China Resources,$190 ,,NorthStar Realty,Real estate,Property,United Kingdom,Europe,0
2017,May,Truking Group,$110 ,75%,Romaco,Other,Medical,Greece,Europe,0
2017,May,Hangzhou Great Star Industrial,$130 ,,Masco,Other,Industry,United States,USA,0
2017,May,Minsheng,$110 ,80%,75 Howard,Real estate,Property,United States,USA,0
2017,May,Pagoda Investments,$100 ,,Icon Group,Other,Medical,Australia,Australia,0
2017,May,"Shanghai Gongbao, KaiXinRong",$560 ,,Forthnet,Technology,Telecom,Greece,Europe,0
2017,May,State Construction Engineering,$140 ,,,Real estate,Property,United States,USA,0
2017,May,Beijing Zhonghuan,"$1,240 ",,,Transport,Autos,Germany,Europe,0
2017,June,Power Construction Corp,$380 ,,,Energy,,Jordan,Arab Middle East and North Africa,1
2017,June,Power Construction Corp,$470 ,,,Transport,Rail,Bangladesh,West Asia,1
2017,June,China Communications Construction,$960 ,,,Transport,Rail,Australia,Australia,0
2017,June,Sinomach,"$1,190 ",,,Transport,,Mozambique,Sub-Saharan Africa,0
2017,June,Sinopec,$130 ,,,Real estate,Construction,Ethiopia,Sub-Saharan Africa,1
2017,June,Norinco,$450 ,,,Real estate,Construction,Iraq,Arab Middle East and North Africa,1
2017,June,Norinco,$710 ,,,Metals,Steel,Kazakhstan,West Asia,1
2017,June,Minmetals,$590 ,,,Real estate,Construction,Russia,West Asia,0
2017,June,Minmetals,$200 ,,,Real estate,Construction,Russia,West Asia,0
2017,June,China Energy Engineering,"$2,770 ",61%,Boreal Investments,Energy,Hydro,Angola,Sub-Saharan Africa,0
2017,June,"China Railway Construction, China Railway Engineering","$2,690 ",,,Transport,Rail,Thailand,East Asia,1
2017,June,Jiangxi International Economic and Technical Cooperation,$390 ,,,Transport,Autos,Ghana,Sub-Saharan Africa,0
2017,June,State Construction Engineering,$170 ,,,Real estate,Construction,United Arab Emirates,Arab Middle East and North Africa,1
2017,June,China Communications Construction,$100 ,,,Transport,Autos,Rwanda,Sub-Saharan Africa,0
2017,June,Dalian Wanda,$260 ,,Competitor Group,Entertainment,,United States,USA,0
2017,June,Fortune Fountain Capital,$180 ,89%,Baccarat,Other,,France,Europe,0
2017,June,China Galaxy Securities,$120 ,50%,CIMB,Finance,Investment,Malaysia,East Asia,1
2017,June,CITIC,$110 ,60%,Halyk Bank,Finance,Banking,Kazakhstan,West Asia,1
2017,June,COSCO,$230 ,51%,Noatum Ports,Transport,Shipping,Spain,Europe,0
2017,June,JD.com,$400 ,,Farfetch,Other,Consumer,United Kingdom,Europe,0
2017,June,Geely Auto,$110 ,50%,Proton,Transport,Autos,Malaysia,East Asia,1
2017,June,"Tsingshan Steel, Delong Holdings",$150 ,,Monrowali,Metals,Steel,Indonesia,East Asia,1
2017,June,Yankuang,"$1,480 ",,Rio Tinto,Energy,Coal,Australia,Australia,0
2017,June,Yankuang,$710 ,,Mitsubishi,Energy,Coal,Australia,Australia,0
2017,June,"China Reform Holdings, Chem China","$43,060 ",98%,Syngenta,Agriculture,,Switzerland,Europe,0
2017,June,Guangzhou R&F Properties,$600 ,,Nine Elms Square,Real estate,Property,United Kingdom,Europe,0
2017,June,Country Garden Holdings,$280 ,,,Real estate,Property,Malaysia,East Asia,1
2017,June,Alibaba,"$1,000 ",32%,Lazada,Other,Consumer,Singapore,East Asia,1
2017,June,Chongqing Sokon,$110 ,,AM General,Transport,Autos,United States,USA,0
2017,June,Humanwell,$180 ,30%,Ritedose,Other,Medical,United States,USA,0
2017,June,Guangdong Midea,$120 ,,,Other,Consumer,India,West Asia,1
2017,June,Bank of China,$230 ,,SciClone,Other,Medical,United States,USA,0
2017,June,Shanghai Pengxin,$250 ,,DKBA,Agriculture,,Brazil,South America,0
2017,June,China Communications Construction,$110 ,,,Other,Industry,Bangladesh,West Asia,1
2017,June,Tidfore Heavy Equipment,$250 ,,,Metals,Steel,Liberia,Sub-Saharan Africa,0
2017,July,State Construction Engineering,$380 ,,,Transport,Aviation,Pakistan,West Asia,1
2017,July,China Energy Engineering,$250 ,,Sarawak Energy,Energy,Hydro,Malaysia,East Asia,1
2017,July,China Communications Construction,$200 ,,,Energy,Alternative,Angola,Sub-Saharan Africa,0
2017,July,State Construction Engineering,$170 ,,,Transport,Autos,United Arab Emirates,Arab Middle East and North Africa,1
2017,July,State Construction Engineering,$110 ,,,Real estate,Construction,United Arab Emirates,Arab Middle East and North Africa,1
2017,July,Sinomach,$130 ,,,Energy,,Kenya,Sub-Saharan Africa,0
2017,July,China Energy Engineering,$180 ,75%,Reliable Energy Solution,Energy,Alternative,United Kingdom,Europe,0
2017,July,Sino Great Wall,$130 ,,,Real estate,Construction,Malaysia,East Asia,1
2017,July,Huawei,$120 ,,,Energy,Alternative,Cameroon,Sub-Saharan Africa,0
2017,July,China Communications Construction,$100 ,,,Transport,Shipping,Panama,North America,1
2017,July,"China Henan International Corporation, China Railway Engineering, China Energy Conservation, Fujian Construction",$310 ,,,Transport,Autos,Tanzania,Sub-Saharan Africa,0
2017,July,Guangdong New South,"$1,940 ",,,Other,Industry,Kenya,Sub-Saharan Africa,0
2017,July,CIC,"$13,790 ",100%,Logicor,Logistics,,United Kingdom,Europe,0
2017,July,CITIC-led fund,"$1,100 ",,Dow,Agriculture,,Brazil,South America,0
2017,July,"Sanyuan Foods, Fosun",$730 ,,Montagu,Agriculture,,France,Europe,0
2017,July,China Eastern,$440 ,10%,Air France-KML,Transport,Aviation,France,Europe,0
2017,July,CIC,$190 ,16%,TPG,Real estate,Property,United States,USA,0
2017,July,Tencent,$150 ,,Go-Jek,Transport,Autos,Indonesia,East Asia,1
2017,July,CNPC,$730 ,30%,Total,Energy,Gas,Iran,West Asia,1
2017,July,Didi Chuxing,$500 ,,Grab Taxi,Transport,Autos,Singapore,East Asia,1
2017,July,HNA,$320 ,60%,Odebrecht,Transport,Aviation,Brazil,South America,0
2017,July,Jiangsu Nantong,$190 ,,Golden Gate Properties,Real estate,Property,India,West Asia,1
2017,July,CEFC,$350 ,51%,KMG,Energy,Oil,Romania,Europe,1
2017,July,Country Garden Holdings,$300 ,,,Real estate,Property,Australia,Australia,0
2017,July,Hongshi,$210 ,70%,,Real estate,Construction,Vietnam,East Asia,1
2017,August,"AVIC, China Railway Engineering","$1,240 ",,,Transport,Rail,Egypt,Arab Middle East and North Africa,1
2017,August,AVIC,$400 ,,,Transport,Aviation,Zambia,Sub-Saharan Africa,0
2017,August,Power Construction Corp,$190 ,,,Energy,Hydro,Bolivia,South America,0
2017,August,State Construction Engineering,$170 ,,,Transport,Aviation,Thailand,East Asia,1
2017,August,Minmetals,$200 ,,,Transport,Autos,Bolivia,South America,0
2017,August,Minmetals,$200 ,,,Energy,Alternative,Pakistan,West Asia,1
2017,August,China National Building Material,$280 ,,Loma Negra,Real estate,Construction,Argentina,South America,0
2017,August,Three Gorges,$350 ,,Peru Global Hydro,Energy,Hydro,Peru,South America,0
2017,August,Sinopec,$190 ,,,Energy,Gas,Thailand,East Asia,1
2017,August,China Energy Conservation,$120 ,,,Utilities,,Bangladesh,West Asia,1
2017,August,"Hunan Construction Engineering, China Energy Conservation",$200 ,,,Utilities,,Kenya,Sub-Saharan Africa,0
2017,August,Legend,"$1,760 ",90%,Qatar royal family,Finance,Banking,Luxembourg,Europe,0
2017,August,GSR Ventures,$990 ,,Nissan,Transport,Autos,Japan,East Asia,0
2017,August,Shenzhen Grandland,$590 ,,LIXIL,Real estate,Construction,Italy,Europe,0
2017,August,Three Gorges,"$1,390 ",,Odebrecht,Energy,Hydro,Peru,South America,0
2017,August,JD.com,$100 ,,Go-Jek,Transport,Autos,Indonesia,East Asia,1
2017,August,Shandong Hengyuan,$140 ,,,Energy,Oil,Malaysia,East Asia,1
2017,August,Yanlord-led consortium,$220 ,18%,Perennial Real Estate,Real estate,Property,Singapore,East Asia,1
2017,August,Alibaba,$500 ,,Tokopedia,Other,Consumer,Indonesia,East Asia,1
2017,August,Lander Sports,$270 ,80%,Southampton,Entertainment,,United Kingdom,Europe,0
2017,August,Luxshare,$770 ,,,Transport,Autos,Germany,Europe,0
2017,September,State Construction Engineering,$120 ,,,Transport,Rail,Singapore,East Asia,1
2017,September,China Railway Engineering,$100 ,,,Transport,Rail,Pakistan,West Asia,1
2017,September,China Railway Engineering,$110 ,,Toma's Construction,Transport,Rail,Bangladesh,West Asia,1
2017,September,China Railway Engineering,$210 ,,Max Infrastructure,Transport,Rail,Bangladesh,West Asia,1
2017,September,Jiangxi International Economic and Technical Cooperation,"$1,200 ",,,Transport,Autos,Zambia,Sub-Saharan Africa,0
2017,September,Sinomach,$520 ,,,Energy,Gas,Pakistan,West Asia,1
2017,September,China Communications Construction,$140 ,,,Transport,Autos,Pakistan,West Asia,1
2017,September,China Energy Engineering,$190 ,,Electro Ingeniería,Utilities,,Argentina,South America,0
2017,September,Yankuang,$230 ,29%,Warkworth,Energy,Coal,Australia,Australia,0
2017,September,HNA,"$1,030 ",100%,CWT,Logistics,,Singapore,East Asia,1
2017,September,China Merchants,$920 ,90%,TPC,Transport,Shipping,Brazil,South America,0
2017,September,Ping An,$240 ,10%,Tsumura,Other,Medical,Japan,East Asia,0
2017,September,Shandong Weigao,$850 ,,Argon Medical Devices,Other,Medical,United States,USA,0
2017,September,"CIC, China Life",$100 ,,Interpark,Other,,United States,USA,0
2017,September,Cindat,$350 ,50%,Qhotels,Tourism,,United Kingdom,Europe,0
2017,September,"3SBio, CITIC",$290 ,,,Other,Medical,Canada,North America,0
2017,September,JD.com,$230 ,,"Central Group, Provident",Other,Consumer,Thailand,East Asia,1
2017,September,Zhongwang,$230 ,100%,Aluminiumwerk,Metals,Aluminum,Germany,Europe,0
2017,September,Canyon Bridge,$740 ,100%,Imagination Technologies,Technology,,United Kingdom,Europe,0
2017,September,HNA,$140 ,19%,Rezidor,Tourism,,Sweden,Europe,0
2017,September,State Power Investment,"$2,260 ",,,Energy,Hydro,Brazil,South America,0
2017,September,"Sunlon, CITIC",$180 ,,Cherry Valley Farms,Agriculture,,United Kingdom,Europe,0
2017,September,China Aerospace Science and Technology,$180 ,,Arae Auto,Transport,Autos,South Korea,East Asia,1
2017,October,China Railway Engineering,$230 ,,,Transport,Rail,Singapore,East Asia,1
2017,October,Western Power,$460 ,,,Energy,Alternative,United Kingdom,Europe,0
2017,October,China Communications Construction,$180 ,,,Utilities,,Australia,Australia,0
2017,October,Power Construction Corp,"$1,990 ",,,Energy,Oil,Egypt,Arab Middle East and North Africa,1
2017,October,China Minsheng Investment,"$1,230 ",,VINCI,Real estate,Construction,South Africa,Sub-Saharan Africa,1
2017,October,Xinjiang Communications Construction,$100 ,,,Transport,Autos,Ukraine,Europe,1
2017,October,China Railway Construction,$250 ,,,Transport,Rail,Malaysia,East Asia,1
2017,October,Shanghai Electric,$210 ,,,Energy,Gas,Serbia,Europe,1
2017,October,CIC,$370 ,10%,Equis Energy,Energy,Alternative,Singapore,East Asia,1
2017,October,Geely Auto,$320 ,22%,Saxo Bank,Finance,Banking,Denmark,Europe,0
2017,October,Fosun,"$1,080 ",74%,Gland Pharma,Other,Medical,India,West Asia,1
2017,October,Tencent,$400 ,,Ola,Transport,Autos,India,West Asia,1
2017,October,"Hosen Capital, China New Hope",$270 ,,The Real Pet Food Company,Agriculture,,Australia,Australia,0
2017,October,"MIE, Can-China Global Resources",$360 ,,CQ Energy,Energy,,Canada,North America,0
2017,October,CNPC,$120 ,20%,,Energy,Oil,Brazil,South America,0
2017,October,CEFC,"$9,180 ",14%,Rosoneft,Energy,Oil,Russia,West Asia,0
2017,October,Shenzhen Energy,$230 ,,Canadian Solar,Energy,Alternative,United States,USA,0
2017,November,State Construction Engineering,$150 ,,,Transport,Rail,Singapore,East Asia,1
2017,November,Shandong Gaosu,$640 ,,,Transport,Autos,Bosnia and Herz.,Europe,1
2017,November,"Shenzhen Metro, China Railway Construction",$170 ,,,Transport,Rail,Israel,Europe,1
2017,November,China Energy Engineering,$360 ,,,Energy,Hydro,Kenya,Sub-Saharan Africa,0
2017,November,State Construction Engineering,$430 ,,,Real estate,Construction,Maldives,West Asia,1
2017,November,China Energy Engineering,$850 ,,,Energy,Gas,Philippines,East Asia,1
2017,November,Minmetals,$170 ,,,Entertainment,,Philippines,East Asia,1
2017,November,Minmetals,$500 ,,,Transport,Autos,Kuwait,Arab Middle East and North Africa,1
2017,November,China Communications Construction,$520 ,,,Transport,Autos,Serbia,Europe,1
2017,November,Shanghai Tunnel Engineering,$350 ,,,Utilities,,Singapore,East Asia,1
2017,November,Norinco,"$1,530 ",,,Chemicals,,Iran,West Asia,1
2017,November,Dongfang Electric,$250 ,,,Energy,Coal,Georgia,West Asia,1
2017,November,China Communications Construction,$170 ,,,Transport,Autos,Indonesia,East Asia,1
2017,November,China National Building Material,$160 ,,,Real estate,Construction,Uzbekistan,West Asia,1
2017,November,CNPC,"$1,520 ",,,Energy,Oil,United Arab Emirates,Arab Middle East and North Africa,1
2017,November,Power Construction Corp,$310 ,,,Energy,Hydro,C?te d'Ivoire,Sub-Saharan Africa,0
2017,November,China Railway Engineering,$390 ,,,Agriculture,,Zambia,Sub-Saharan Africa,0
2017,November,"Vanke, Hopu, Hillhouse, Bank of China","$9,060 ",79%,Globa Logistics Property,Logistics,,Singapore,East Asia,1
2017,November,Ningbo Joyson,"$1,590 ",100%,Takata,Transport,Autos,Japan,East Asia,0
2017,November,Hisense Group,$110 ,95%,Toshiba,Entertainment,,Japan,East Asia,0
2017,November,Tencent,"$2,240 ",12%,Snapchat,Entertainment,,United States,USA,0
2017,November,State Energy Investment,"$1,640 ",75%,Copelouzos,Energy,Alternative,Greece,Europe,0
2017,November,Tsinghua Unigroup,$140 ,8%,Dialog Semiconductor,Technology,,United Kingdom,Europe,0
2017,November,HNA,$300 ,,Automotive Holdings,Logistics,,Australia,Australia,0
2017,November,State Grid,"$3,440 ",40%,CPFL,Energy,,Brazil,South America,0
2017,November,Primavera Capital,$120 ,20%,WorldStrides,Other,Education,United States,USA,0
2017,November,Guizhou Tyre,$250 ,,,Transport,Autos,Vietnam,East Asia,1
2017,December,China Communications Construction,"$2,070 ",,CPB,Transport,Autos,Australia,Australia,0
